dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
1.133910426,-1.097461767,0.290971637,-1.16201884,0.379045896,-1.161043981,-1.073892548,-1.111638649,-0.884228561,-1.010909142,-1.204344094,-1.1601939
-1.264076031,-1.108537524,1.465223583,-1.150398851,1.416910754,-1.110104915,-0.945857681,-0.969044563,-0.981656019,-0.971693847,-0.982802489,-1.068963592
-0.399333701,-1.06723101,-0.187864978,-1.172519622,1.437390141,-1.079264452,-1.020394778,-0.923610173,-0.832856299,-0.97942644,-1.017815927,-0.953995995
0.406033289,-1.044093296,1.632322291,-1.159517086,-0.885582263,-1.144830195,-0.924270861,-0.899067835,-0.969692615,-0.880323002,-0.992380156,-1.06025992
-0.051965397,-1.027403794,1.138282321,-1.174336686,0.233091278,-1.111150966,-1.008506386,-0.961355667,-0.989084276,-0.978953015,-0.921489723,-1.006613649
0.33329763,-1.054258718,1.749491793,-1.152308084,0.626600452,-1.179335443,-1.02344509,-0.839109974,-1.122558329,-1.04712608,-0.878625738,-0.884999612
0.112106263,-1.056344908,-0.272761902,-1.156126551,-0.001849917,-1.108806369,-1.066071237,-1.064806278,-1.042958688,-0.903994206,-1.050238684,-1.051556249
-1.487235006,-1.141840664,-1.524609705,-1.127619721,1.663564357,-1.173308024,-1.096574353,-1.072961169,-0.879380644,-1.269951009,-1.024567399,-1.057569693
-1.45124196,-1.086120494,-0.350506336,-1.139503052,1.41801962,-1.108121024,-0.914103156,-1.106668052,-1.149691013,-0.841344422,-0.90162784,-0.968713115
-1.71423898,-1.045231218,0.486023787,-1.099211645,0.589592018,-1.092141696,-0.97847255,-1.008964693,-1.078301553,-0.98139904,-0.985236159,-1.090406274
-0.003035399,-1.08380672,-1.229571303,-1.144671151,1.51067932,-1.102313641,-0.96994732,-0.956540397,-0.964297355,-1.069771533,-0.973224823,-1.085263195
1.02827715,-1.041741593,-0.950382396,-1.17225628,0.987086186,-1.10483859,-0.944215206,-0.959258696,-0.981265059,-0.923325688,-1.070336083,-1.04514718
0.753089272,-1.09052045,-0.569296453,-1.167384444,-0.991756277,-1.06815467,-1.027903237,-0.885864679,-1.061724812,-1.049572105,-0.94315723,-0.946637436
0.785119338,-1.049820829,1.644865058,-1.192049764,-0.065332552,-1.067974319,-1.07412719,-1.119638209,-1.040065578,-1.136129805,-1.056990156,-1.129335426
1.508381093,-1.089306669,-1.302270986,-1.167713623,0.110318909,-1.108373519,-1.045110124,-0.977587783,-0.961247858,-0.9982845,-0.909321373,-0.979157519
1.25477794,-1.09719625,1.547218049,-1.123472077,0.174979717,-1.124994907,-0.960483533,-0.969122228,-1.033262858,-1.031897606,-1.044193764,-1.080911361
-0.542098256,-1.046672583,-0.731454067,-1.179735207,-1.250953937,-1.111259177,-0.994428025,-0.907611055,-0.880631721,-0.830929092,-1.012085027,-1.007088396
-1.522929617,-1.126440806,1.36584892,-1.156389894,1.319988847,-1.115832942,-1.197078206,-1.13385102,-1.018953687,-0.894210108,-1.089491418,-0.986595205
-0.496569063,-1.074172328,-0.560554522,-1.202876433,0.604319156,-1.157761547,-1.020629419,-0.939764624,-1.177683815,-1.000493812,-1.060365889,-0.929467465
-0.788066938,-1.087030828,-0.915380125,-1.140391833,0.157203192,-1.0826551,-1.093915107,-1.067679908,-0.926921493,-0.980215482,-0.940488044,-1.005031165
0.528358292,-1.037834733,-1.505564045,-1.177858892,-0.887730691,-1.116752746,-1.02970214,-0.97743245,-1.01934465,-1.11379997,-1.058717275,-1.000204581
-1.351837713,-1.075044733,-1.643700359,-1.187013336,1.308830873,-1.098129437,-1.123323238,-1.017663244,-0.967894195,-0.906440231,-1.058167736,-0.917994443
1.109133106,-1.074627495,-0.3405896,-1.244000661,-1.18889204,-1.097696587,-0.894002386,-1.025507473,-0.943420041,-0.960805095,-1.13133483,-1.035494017
0.493274438,-1.057786272,0.862928807,-1.167384444,0.39003061,-1.074467047,-0.836124681,-1.028458765,-0.985174666,-1.160905666,-0.854838581,-0.990314046
0.267849413,-1.075841276,-0.810442415,-1.147107068,1.13931283,-1.131787022,-0.889857092,-1.049117822,-0.952177567,-1.097151225,-1.118852461,-0.884524868
0.016606006,-1.11274783,-0.829515714,-1.133314505,-1.257849706,-1.096361971,-1.061456663,-0.876622469,-0.915740009,-1.083500832,-1.054949011,-1.034228028
0.140666115,-1.075803347,-0.032583427,-1.203801423,-0.224524273,-1.110249196,-0.968695911,-1.075834799,-1.052341749,-0.989052731,-0.970241615,-0.999175967
-0.311710829,-1.022321083,-1.516762701,-1.144111546,1.727740035,-1.101303661,-0.992394483,-1.001120466,-0.92825076,-1.11143285,-0.992066133,-1.132263026
-0.350299592,-1.087220483,-1.447221165,-1.171992938,-0.527037048,-1.145612929,-0.833309009,-1.083679025,-0.958354748,-1.032844455,-1.013812149,-1.120710878
-1.416963197,-1.112634038,0.666459981,-1.130812751,-0.37297384,-1.129474891,-1.168530417,-0.896116541,-1.031308054,-1.104647106,-0.998111055,-1.111611585
1.358537301,-0.984314541,1.23931553,-1.140523507,-1.026165808,-1.104766449,-1.107758826,-1.015022613,-1.112002385,-0.997416556,-0.881530441,-1.142865679
0.720156952,-1.09719625,-1.424768572,-1.186694035,1.322171931,-1.128197985,-1.035177058,-1.110628998,-0.9368519,-0.930979379,-1.048354553,-1.128544184
0.77946289,-1.086765312,0.619675106,-1.20821241,0.335210997,-1.125041799,-1.14420614,-1.12103619,-0.86632255,-0.908728445,-1.036421723,-0.843063738
-0.543763959,-1.085248085,-1.196400344,-1.11481469,-0.766344409,-1.141720898,-0.971433368,-1.043215236,-0.927390646,-0.885451764,-0.898173599,-1.115409552
-0.553758172,-1.134861418,1.269065736,-1.225158503,-0.477345948,-1.114938391,-1.045188335,-0.9886163,-1.080490933,-1.195939046,-0.97346034,-0.998622097
-1.637113497,-1.060706935,-0.380083773,-1.143683616,0.916742433,-1.151752165,-0.936784961,-0.94993882,-0.997685416,-0.940132242,-1.045135828,-1.029797068
-0.092809803,-1.052172532,-0.095953779,-1.202402415,1.163534645,-1.138452889,-0.907689681,-0.990480275,-0.837156869,-1.046652659,-0.912069065,-0.885711731
1.284344153,-1.048910494,0.41512086,-1.131207764,-0.515393947,-1.141273622,-1.021567976,-1.032186715,-1.048979485,-0.943761828,-1.002271844,-0.969266985
-1.078627858,-1.071858554,1.57067959,-1.191263027,-0.967915638,-1.107688177,-1.083747401,-0.929978754,-1.08072551,-0.969484534,-0.896210963,-1.064532632
0.072407031,-1.136264853,-0.459279439,-1.169688689,0.280668601,-1.158832846,-0.957276796,-0.998169172,-1.067511033,-1.110091482,-0.907751265,-0.935243537
-0.515932852,-1.033889944,0.483294092,-1.143881121,-0.845489791,-1.084206138,-1.037601665,-1.054632082,-1.101681014,-0.941079091,-0.920390645,-1.037709498
1.223858342,-1.028958955,0.504509685,-1.18978831,1.260144681,-1.115335167,-1.019456221,-1.043370566,-0.930596523,-1.10354245,-1.033752537,-1.014605202
-0.594463769,-1.12207878,1.454581236,-1.196668133,-1.159818933,-1.08626217,-1.000685075,-0.980849739,-0.959840401,-0.942814979,-1.015146741,-1.141995314
1.049306639,-1.084375679,-0.928095658,-1.174280727,0.671440262,-1.129218788,-1.100328581,-0.962908978,-0.946625921,-1.004360107,-0.903983004,-1.026632097
-0.736013747,-1.048796702,1.455997912,-1.156126551,0.86472964,-1.107435682,-1.119725435,-1.008887028,-0.950770107,-1.011777086,-0.889066966,-1.016425061
-0.384654702,-1.090710104,1.103798343,-1.137297561,1.53996034,-1.056828467,-1.04002627,-0.929745758,-1.097302254,-1.039709105,-1.025273946,-0.918152692
-1.058223009,-1.169605923,1.455168637,-1.177490213,0.75283803,-1.097732657,-0.952114731,-0.981471064,-1.026851098,-1.028425831,-1.035322645,-1.030113563
-0.322433786,-1.048758769,0.335959749,-1.145230752,0.815523667,-1.063970466,-1.101579991,-0.912348657,-0.994948689,-0.932636361,-1.027550604,-1.027977209
-1.699976403,-1.042386414,0.700183788,-1.17179543,0.436083241,-1.071545318,-1.026338975,-1.048729496,-1.066338149,-1.027794599,-0.931695433,-1.015633819
-1.15656884,-1.031803754,-0.493521543,-1.161557989,-0.010616896,-1.1445272,-0.949924762,-0.886951999,-1.008319553,-1.013512974,-0.971419198,-1.069042715
-0.040340186,-1.065068962,1.414154128,-1.207995152,1.334126903,-1.132147728,-0.929823992,-1.040030945,-0.953506834,-1.051939227,-0.945119866,-1.03003444
1.649688159,-1.066168954,1.227878461,-1.178434953,-1.630772072,-1.168445693,-0.994036959,-1.045389872,-1.095347448,-0.999152444,-0.923844886,-1.113352318
-0.474845532,-1.11449264,-0.098752579,-1.18879419,1.131724021,-1.097191597,-0.952740436,-1.110628998,-0.870310354,-1.067798933,-1.066332305,-1.022992379
-0.629165896,-1.051072543,-1.47687462,-1.215032984,1.671118512,-1.099788689,-0.99685263,-0.976655794,-1.089092074,-0.942183748,-1.010907446,-1.164703986
-1.732057482,-1.071099941,-1.402582038,-1.151847233,1.605868619,-1.074899896,-1.005534288,-1.050593468,-1.054218362,-1.137392272,-1.029905768,-0.933265432
0.099578795,-1.08714462,-0.278739585,-1.173935087,0.519837353,-1.120612314,-1.047534729,-1.13012307,-1.106919891,-0.965697141,-1.060915428,-0.942522974
0.549387782,-1.127616658,-1.633956388,-1.141181862,-0.256092329,-1.07767734,-1.041355893,-0.914134967,-0.908389946,-0.879060539,-0.876741605,-0.980186136
0.221001542,-1.007376396,0.277599592,-1.223433608,-1.284947642,-1.088426412,-0.975969731,-0.879651429,-0.917616623,-1.102437794,-0.870539675,-0.922425403
-1.149177286,-1.1127099,-0.633046888,-1.169359513,0.280183474,-1.111475602,-1.025322205,-0.987140654,-1.074157367,-0.907465982,-1.099618623,-0.996643989
1.269248728,-1.029414122,0.105525245,-1.195107829,-0.881216097,-1.110718116,-1.011947762,-1.027526779,-1.035921391,-1.014538725,-1.056519122,-0.953758623
0.8432107,-1.10390998,1.02449902,-1.139272627,-0.218979937,-1.092430262,-1.058797419,-0.980383744,-0.924888496,-1.051071284,-0.939624483,-0.98857331
1.072557064,-1.100344496,0.607063231,-1.19498274,0.144936353,-1.085865394,-1.031735682,-1.025507473,-1.038736311,-0.98155685,-0.877134133,-1.165099607
0.6165711,-1.086272215,0.206420245,-1.165409374,0.766248389,-1.120370641,-1.042138026,-1.026051133,-0.841301053,-0.905019957,-1.117674878,-1.169530567
1.214801088,-1.021676262,1.12843469,-1.147041234,-0.770710572,-1.071473178,-1.048707925,-1.155286732,-1.023801604,-1.095888762,-0.857743284,-1.024653989
1.53805141,-1.081644671,0.118344438,-1.167186935,-1.402428637,-1.087921422,-1.138027304,-1.116919913,-1.008397743,-0.998679019,-0.99803255,-1.093175625
-0.568437171,-1.101444489,0.272382079,-1.183968441,-0.648354029,-1.165711531,-1.009132091,-1.058282367,-0.835123872,-1.033554592,-0.861511545,-0.960484187
-0.393364935,-1.090596312,-0.219411943,-1.145461177,0.876372743,-1.118963881,-0.971042305,-0.981082735,-0.969223462,-0.909044063,-1.043722731,-1.120790004
0.79136572,-0.992052401,1.718290359,-1.168799909,0.110665431,-1.100690456,-1.076082518,-0.979762419,-0.942481737,-0.95480839,-0.985471675,-1.038421614
0.185362455,-1.075689555,1.475727721,-1.206309763,0.794316586,-1.098129437,-1.024852927,-1.061466657,-1.013011084,-1.017931599,-1.017501904,-0.923374894
1.353019663,-1.036393369,-0.399675371,-1.200196924,-1.142943364,-1.09167278,-1.008975663,-1.02216785,-0.998076376,-0.879612865,-1.042702159,-1.05859831
-0.538315723,-1.062565537,0.829585083,-1.151978904,1.630887432,-1.129882489,-0.96541096,-1.046321861,-0.932160367,-1.112221892,-0.965688298,-1.095470231
-0.845082535,-1.025848638,-0.563595196,-1.126237173,-0.013943497,-1.146431733,-1.071155091,-1.071019529,-0.963046278,-0.96916892,-0.996619453,-1.001074949
1.279138833,-1.072465446,1.551882713,-1.145000327,0.803603349,-1.154201366,-0.948516928,-1.031720724,-1.095816601,-0.899654487,-1.005333558,-0.959297324
-0.520201212,-1.071327524,-0.14629762,-1.197435117,0.484873391,-1.075224532,-0.945544829,-0.934794024,-0.878598724,-0.95678099,-0.945983427,-0.913009612
-1.475484865,-1.048720839,-1.36390332,-1.235632951,-1.068822533,-1.113675915,-0.920516633,-0.864506632,-0.958902094,-1.058646067,-0.956424654,-0.978049779
1.291735706,-1.08429982,-0.698352216,-1.144605314,-1.103370672,-1.133200994,-0.926226189,-1.126705781,-1.056329552,-1.061013189,-1.009101822,-0.894098908
0.819092721,-1.126820115,0.458588638,-1.193958996,-0.146418452,-1.091131719,-1.099702876,-1.024575484,-1.113018882,-1.046100329,-1.20646456,-0.972431956
-0.059738673,-1.073261989,-1.500833729,-1.222064228,0.478358798,-1.101087236,-1.111434844,-0.963607968,-0.968832502,-1.098729306,-1.084624079,-1.017216306
-1.75619052,-1.118209849,-0.486472715,-1.170314128,-0.408215019,-1.107579963,-1.077255713,-0.929124433,-0.983376246,-0.9963119,-0.845260915,-1.05195187
-0.450588743,-1.053955272,1.020421757,-1.190670505,-0.482405154,-1.110573835,-0.907142191,-1.008964693,-1.094409144,-1.074742485,-0.972675284,-1.072919805
0.223743011,-1.054182859,-0.733112616,-1.124953379,0.349626267,-1.153122852,-0.96541096,-1.132220041,-1.188005182,-0.883242451,-1.071984699,-1.055749834
-1.223543947,-1.01765561,0.570264201,-1.151880153,0.237942571,-1.10891458,-0.963846698,-1.029390754,-0.973602225,-1.019983101,-0.959329357,-1.088349043
-0.094891929,-0.970811218,0.132027459,-1.119390267,-0.424536157,-1.055998841,-0.896192353,-0.872506192,-1.09104688,-1.047283891,-1.148213504,-1.004556418
0.847062634,-1.04094505,-0.723299541,-1.200983658,0.871902626,-1.088173917,-0.985355304,-1.107289374,-0.980013982,-1.133289261,-1.112807539,-0.968713115
-0.946412752,-1.007338467,1.224215834,-1.165968979,1.197770913,-1.086875375,-1.070607597,-0.933706704,-1.019188264,-1.037736504,-0.932480486,-1.037630372
-1.192624349,-1.150185413,-1.098027718,-1.231824361,-0.926679647,-1.085432544,-0.946718025,-1.019527219,-1.003158867,-0.820829379,-0.913482165,-1.106072885
1.560468987,-1.098182448,-1.420950458,-1.145197835,0.026183625,-1.085757179,-1.049490057,-1.001042801,-1.021924991,-0.954098253,-1.010514919,-0.839582269
-0.047835846,-1.080696403,1.178260234,-1.182776816,1.292059259,-1.201562218,-1.065367318,-0.912736986,-1.043036882,-0.969484534,-0.974559415,-1.0009167
-0.871525558,-1.013407375,-1.139387758,-1.172782965,-1.641337497,-1.103179338,-0.953835417,-0.915688278,-0.987833199,-0.968064264,-0.889380985,-0.978128905
-0.553376449,-1.114151265,0.255485619,-1.233410999,-0.252765728,-1.147748316,-0.966271303,-0.886719,-1.027163868,-1.013118454,-0.915209284,-1.0289267
-0.906852326,-1.025621054,-1.590118894,-1.149411316,1.672331337,-1.147344322,-1.064585189,-1.014711952,-1.049135869,-0.993234643,-1.024488893,-0.905255432
1.618352134,-1.080810195,1.026123014,-1.210174312,0.555286445,-1.096181616,-1.039087713,-1.050360472,-0.987598623,-0.917802407,-1.075988477,-1.095074607
0.150139795,-1.04993462,-0.496665874,-1.147107068,-1.531968558,-1.14788899,-1.034707778,-1.069932209,-1.046711912,-1.085946856,-1.047962025,-1.086687433
0.873332145,-1.087523929,1.420719212,-1.192981336,0.215695925,-1.070391057,-0.925287632,-0.995606206,-1.06672911,-0.984713008,-1.002271844,-0.835309558
-0.176268423,-1.084489471,1.437408354,-1.197063146,1.189003933,-1.121853146,-0.954304697,-1.051913786,-1.07345364,-1.007831883,-1.144523749,-1.067381105
-1.420697147,-1.106299613,0.676514927,-1.11856732,1.535940696,-1.074286692,-0.947813009,-0.958249042,-0.915270856,-0.918433638,-1.126938525,-0.961591927
1.431481175,-1.026531389,-0.766041701,-1.109284498,1.392411723,-1.106461772,-0.856147239,-1.011216998,-0.967581425,-0.903047357,-1.062093011,-1.033832407
-0.963902622,-1.060289697,-0.34629086,-1.189781725,1.67884593,-1.225444637,-1.099077172,-0.965471943,-0.898146769,-0.834006348,-1.060130372,-0.976862916
0.100654561,-1.052893216,1.123977343,-1.185545201,1.459255612,-1.175760832,-1.023132238,-1.030478074,-0.878598724,-0.907623789,-1.057147167,-0.926935486
1.397785408,-1.021069373,-0.832971023,-1.18251347,-1.105761667,-1.095532345,-0.862091436,-1.007566713,-0.996668916,-1.006490517,-0.991359586,-1.070625202
-0.17068138,-1.033776153,-1.495985932,-1.141083108,-1.120592763,-1.078290541,-1.046752597,-1.053700093,-1.037719811,-0.972798503,-0.953441446,-0.858967721
-0.624515809,-1.11324093,-0.837843009,-1.173243815,0.672271914,-1.120118146,-0.971668009,-0.934328029,-1.027163868,-0.975796857,-1.092474623,-1.004714667
-0.942352603,-1.074930941,-0.859991534,-1.190091154,-0.479736942,-1.134279507,-0.935611762,-1.07738811,-0.995183266,-0.984476296,-0.864730269,-0.886502974
0.510486696,-1.117830541,-0.344839632,-1.218028505,1.735328844,-1.134596932,-1.05207109,-0.904271432,-1.008084977,-0.99970477,-1.01255606,-1.007325768
0.882250593,-1.103303092,1.598840353,-1.155369442,1.727289559,-1.140689276,-1.048707925,-0.968733902,-0.870310354,-1.009883388,-0.81935411,-0.88586998
1.372799878,-1.006807437,1.47548585,-1.156159468,1.375882675,-1.168052521,-0.998104042,-0.943492571,-0.886965288,-0.979742057,-0.895111885,-0.964519526
0.575206164,-1.057634551,1.358178135,-1.137231723,-0.628879553,-1.124576486,-0.965880237,-1.001275797,-0.943498234,-1.011934893,-0.988611895,-1.005189411
-0.45884785,-1.131485588,-0.238312477,-1.175768611,0.303920158,-1.129929382,-0.929276502,-1.12957941,-1.096129371,-1.025979806,-0.94056655,-0.936351277
0.735703506,-1.049327732,-0.038872085,-1.167812374,0.95555278,-1.230202365,-0.987310632,-1.08608666,-1.054218362,-0.855941664,-1.041917106,-1.030509187
-0.902341049,-0.99933509,-0.009674732,-1.155830289,-0.543115622,-1.071797814,-1.072797567,-1.004149426,-1.003393443,-0.956149758,-1.09412324,-1.090801895
1.542493282,-1.089344598,1.433261983,-1.231669648,1.057915062,-1.047594362,-0.991846993,-1.076223125,-1.072202563,-1.101727657,-1.142796627,-0.972036335
1.22705094,-1.032220992,-0.178881178,-1.167022347,1.579914204,-1.043734794,-1.110496287,-0.886641335,-1.101290054,-0.98928944,-0.858135811,-0.956607097
1.425130685,-1.058279373,-1.609914354,-1.161130059,-1.292640409,-1.149840414,-0.947030877,-1.006867722,-1.175181664,-0.99378697,-0.941665627,-0.994824129
0.156802603,-1.115365046,-0.98282774,-1.148950466,-0.460470379,-1.074430976,-1.07193722,-1.055408738,-0.883915791,-0.905572287,-0.957052696,-0.978761898
0.392117737,-1.073906811,0.370616492,-1.190943725,0.464775176,-1.173758908,-0.911443909,-1.068611894,-0.820814702,-0.928848968,-0.891579141,-0.968238368
-0.917575284,-1.102544478,1.407796362,-1.167055264,0.076879639,-1.144253061,-1.056842091,-1.07614546,-0.901274455,-1.245648573,-1.040504006,-1.15964003
1.662007412,-1.113430585,-1.18931696,-1.150431768,-0.403987465,-1.112016663,-1.074440042,-1.086940981,-1.065321653,-0.961515229,-0.982880995,-1.033278537
-0.708252045,-1.092910082,-1.443289026,-1.151583891,0.058548683,-1.108048883,-0.893298468,-1.054942743,-1.020830301,-0.995207244,-1.079207202,-0.978761898
0.03590039,-1.086841174,-1.242148622,-1.119061088,-0.512448518,-1.039478449,-1.030640697,-1.104493413,-0.910266556,-1.020772143,-1.174198814,-1.025128733
-0.438755317,-1.060782797,0.65533389,-1.16366473,0.855546838,-1.158237678,-1.003500746,-0.879340768,-1.061959389,-0.960410573,-0.913717681,-0.996248368
0.105547562,-1.080848128,-1.595243117,-1.225994614,0.189221728,-1.143062729,-0.89634878,-0.949084497,-0.974853299,-1.133447069,-0.967493923,-0.856435742
0.937079956,-1.07603093,-1.629423023,-1.125611735,1.583691281,-1.125366435,-0.953835417,-0.93626967,-0.857408643,-1.067246604,-1.010436413,-0.931920317
-1.25605984,-0.790678409,0.056805398,0.823518004,-0.49678577,-0.053485408,-1.085702729,-0.897592189,-1.07712867,-0.996075187,-0.970477132,-0.947507804
-0.682468365,-0.740837493,-0.853944746,0.732631913,-0.404853768,0.010215481,-1.117300827,-1.034283689,-0.934193364,-1.02092995,-1.075909971,-0.914987721
-0.247997721,-0.781688839,-1.556602404,0.81650651,-0.923283741,0.092168146,-1.057389582,-0.884699694,-0.975869795,-1.042944168,-0.987591322,-0.990867916
-1.302630096,-0.606069778,1.700391863,0.768775675,0.894253227,-0.030796928,-1.011243843,-0.958326707,-0.996903493,-0.95662318,-1.04427227,-0.949327663
0.576906567,-0.768792405,-0.769047822,0.799751342,-0.803560756,0.032038264,-1.021020483,-1.004382422,-1.124747709,-1.07284879,-1.037206776,-1.076717772
-1.376163904,-0.593931962,-1.241008372,0.820324978,-0.77015614,0.069876446,-1.013824876,-0.967180588,-0.947798804,-0.966486183,-1.088156824,-1.04957814
-0.931282625,-0.897149836,1.132442848,0.755279371,-1.360627814,-0.05611857,-1.021567976,-1.086397321,-1.100664518,-1.103779162,-0.979348251,-0.977733284
-1.733785299,-0.760599378,0.856121849,0.929348784,0.410267434,0.019846361,-1.070451173,-0.933473708,-1.028102174,-1.043101978,-1.093573701,-0.955815855
0.090070413,-0.876136237,0.976643,0.805116946,1.271753134,-0.177388318,-1.062082367,-1.148374492,-0.93732105,-1.010593525,-0.978013656,-0.995773621
0.823291679,-0.633721249,-1.460510282,0.852321093,0.176227192,0.125497491,-1.000606861,-0.970675542,-0.920900693,-1.203513832,-1.036578734,-1.078933253
-0.852057666,-0.802967951,1.528352065,0.864500686,0.93209331,-0.012148364,-1.006863911,-0.965627277,-0.953194064,-1.036947466,-1.20512861,-0.91736145
1.401394432,-0.463184903,-1.332504932,0.742375589,-1.087534665,-0.044143092,-0.978394336,-1.001586461,-1.009179667,-1.012250508,-0.990888553,-1.146663647
-0.915319645,-0.826864279,-0.691407045,0.864764028,1.244377978,-0.001038586,-1.039165927,-1.080727731,-0.981186865,-0.918512544,-1.010750435,-0.954549866
